id,slice,line,severity,verdict,headline
G6-1,G6,87,,NOT ADDRESSED,"G6-1. Four parts are drawn, marked ""proposed"" on their own pages, and have no"
G6-10,G6,305,,NOT ADDRESSED,G6-10. U-REG-DAC names a part number that does not exist from the
G6-11,G6,325,,NOT ADDRESSED,"G6-11. U-OPA-PITCH 's part field is not an order code, and it is the row"
G6-12,G6,338,,NOT ADDRESSED,G6-12. Four rows carry a logic family where every other IC row carries an
G6-13,G6,353,,NOT ADDRESSED,"G6-13. C-BULK-DISP has no value, two incompatible packages, and no decider."
G6-14,G6,364,,NOT ADDRESSED,G6-14. L-BUCK-IN is candidate with a 4.7× value range and an undecided
G6-15,G6,374,,NOT ADDRESSED,G6-15. Two open rows state no decider. C-BULK-DISP (G6-13) and
G6-16,G6,383,,NOT ADDRESSED,"G6-16. FB-IN 's package field admits a size the named part is not made in,"
G6-17,G6,399,,NOT ADDRESSED,G6-17. C-BULK-RAIL says 100 µF on +12 V; the schematic draws 47 µF on all
G6-18,G6,427,,NOT ADDRESSED,"G6-18. C-REG-ADJ buys two capacitors; the schematic draws one, and it is not"
G6-19,G6,446,,NOT ADDRESSED,G6-19. R-LED-SER : the BOM says 330 Ω × 2; the schematic draws 220 Ω and its
G6-2,G6,129,,NOT ADDRESSED,"G6-2. J-UMBILICAL is a product family, not an orderable part, and one row"
G6-20,G6,464,,NOT ADDRESSED,G6-20. R-BREATH-SUM 's feedback resistor is drawn as 40 kΩ and specified as
G6-21,G6,471,,NOT ADDRESSED,G6-21. SW1-n + SW-THUMB order 25 switches for 21 positions.
G6-22,G6,484,,NOT ADDRESSED,G6-22. CAP1-n is purchased and its notes say not to order it yet.
G6-23,G6,499,,NOT ADDRESSED,"G6-23. FALSE: R-BREATH-SUM claims to share a reel with R-MODGAIN , and the"
G6-24,G6,519,,NOT ADDRESSED,G6-24. FALSE: R-ILIM points at a row that is not where it says.
G6-25,G6,528,,NOT ADDRESSED,"G6-25. TRUE, and worth recording as verified. I checked every cross-row"
G6-26,G6,575,,NOT ADDRESSED,"G6-26. No pot order code exists anywhere, on three rows that agree they are"
G6-27,G6,603,,NOT ADDRESSED,G6-27. R-BREATH-SUM and R-BREATH-OFF are derived by a schematic page and
G6-28,G6,622,,NOT ADDRESSED,G6-28. hardware/README.md:112 states a count that has moved under it.
G6-29,G6,631,,NOT ADDRESSED,G6-29. The rest of unplaced.csv is honest. I checked all 32. The
G6-3,G6,156,,NOT ADDRESSED,G6-3. R-PRECISION is status selected on a part number that is two
G6-30,G6,642,,NOT ADDRESSED,G6-30. Nothing in the placed fragments belongs in unplaced.csv . The six
G6-4,G6,169,,NOT ADDRESSED,"G6-4. 82 nF C0G/NP0 has two mutually exclusive packages in two rows, and one"
G6-5,G6,198,,NOT ADDRESSED,"G6-5. U-RESP double-counts an OPA2197 package. One physical part, two"
G6-6,G6,237,,NOT ADDRESSED,G6-6. D-TVS-BREATH names a SOD-523 part and specifies a SOD-323 footprint.
G6-7,G6,260,,NOT ADDRESSED,"G6-7. U-TVS-CHAIN asks for a 4-channel array in SOT-23-6, and the row three"
G6-8,G6,278,,NOT ADDRESSED,G6-8. U-REF-BREATH orders the grade the corpus believes is wrong.
G6-9,G6,294,,NOT ADDRESSED,G6-9. U-LOADSW orders the commercial temperature grade and its own notes say
G7-1,G7,90,,NOT ADDRESSED,"G7-1 4 body construction, ~20 files ADR 0009 retired the bonded body; ~20 live arguments still rest on it"
G7-10,G7,419,,NOT ADDRESSED,G7-10 — ks33-geometry.md still points at a cluster-board fix that has landed
G7-11,G7,439,,NOT ADDRESSED,G7-11 — ADR 0005's 3V3 argument predates key-scan-current
G7-12,G7,464,,NOT ADDRESSED,G7-12 — R-KEY-PU 's own row restates the pre- R-KEY-SER current
G7-13,G7,96,,NOT ADDRESSED,G7-13 2 diode-split-rationale The derivation chain is ~2000× off the value it states
G7-14,G7,481,,NOT ADDRESSED,G7-14 — pcb-pipeline.md 's re-measured table is stale on every number
G7-15,G7,507,,NOT ADDRESSED,"Shape 1, minor: G7-15 — the ~1594 count and the 1598 that derives it"
G7-16,G7,549,,NOT ADDRESSED,G7-16 — umbilical-current 's derivation ends at 358.1 and the value is 359
G7-17,G7,575,,NOT ADDRESSED,"G7-17 — loadswitch-fb-divider 's derivation expression gives 8, not 7"
G7-18,G7,589,,NOT ADDRESSED,G7-18 — opa2197-output-impedance 's note is blocked on a question that is settled
G7-19,G7,609,,NOT ADDRESSED,G7-19 — latency-budget.md 's own correction sentence gets the sum wrong
G7-2,G7,91,,NOT ADDRESSED,"G7-2 1 R-KEY-PU / key-pullup-qty 21 → 24 pull-ups; ""63 passives"" in four files never followed. It is 66"
G7-20,G7,623,,NOT ADDRESSED,G7-20 — the digital-copy total does not reproduce from its own rows
G7-21,G7,644,,NOT ADDRESSED,"G7-21 — README.md:117 : "" docs/review/ holds nine waves"""
G7-22,G7,661,,NOT ADDRESSED,"G7-22 — hardware/README.md:112 : ""It was 50 rows and is now 34. Sixteen of them were drawn all along"""
G7-23,G7,674,,NOT ADDRESSED,"G7-23 — repo-maintenance.md:204 : ""the 50 rows of 138"""
G7-24,G7,687,,NOT ADDRESSED,"G7-24 — repo-maintenance.md:191 : ""24 per-circuit bom.csv fragments"""
G7-25,G7,703,,NOT ADDRESSED,"G7-25 — repo-maintenance.md:311 + :322 : ""every tracked file has a row"", ""405 tracked files"""
G7-26,G7,729,,NOT ADDRESSED,"G7-26 — U-RESP is counted twice, and its two halves are allocated twice"
G7-27,G7,758,,NOT ADDRESSED,"G7-27 — ROADMAP.md:71 : ""the four thumb keys … the eleven finger keys"""
G7-3,G7,92,,NOT ADDRESSED,G7-3 4 ADR 0003 latency table A < 1.5 ms total sits 12 lines above the same page's corrected ~3.1 ms
G7-4,G7,93,,NOT ADDRESSED,G7-4 1 plate-thickness ADR 0009's mass table and stack list still build a 2 mm plate
G7-5,G7,94,,NOT ADDRESSED,"G7-5 4 ADR 0004 §watchdog scope "" CLR fires"" on MCU death — the watchdog that fired it is deleted"
G7-6,G7,324,,NOT ADDRESSED,G7-6 — ADR 0014 argues the 1 A regulator case on a figure it elsewhere retires
G7-7,G7,351,,NOT ADDRESSED,G7-7 — The KS-33 bounce figure is published; ROADMAP says twice that it is not
G7-8,G7,95,,NOT ADDRESSED,"G7-8 1 free-bits 5 → 3 free bits; ""15 passives"" is the 5-bit number, in the same sentence as ""the 3 free bits"""
G7-9,G7,398,,NOT ADDRESSED,"G7-9 — breath-adc.md says a fix is ""still unapplied"" after it landed"
G8-1,G8,54,high,NOT ADDRESSED,G8-1 high Duplicate YAML key silently drops a false_positive_note
G8-10,G8,63,medium,NOT ADDRESSED,G8-10 medium pitch-cents-budget 's decided_by describes a page state that no longer exists; candidate list is missing a term
G8-11,G8,64,low,NOT ADDRESSED,"G8-11 low loadswitch-fb-divider 's stated arithmetic does not reproduce (right answer, wrong working)"
G8-12,G8,65,low,NOT ADDRESSED,"G8-12 low loadswitch-timer 's ""worst case"" mixes a max bound with a typical"
G8-13,G8,66,low,NOT ADDRESSED,"G8-13 low riso-ref-topology : ""Zo/10"" is 37.5 not 37.4, and TI's own recalculation caveat is unrecorded"
G8-14,G8,67,medium,NOT ADDRESSED,G8-14 medium Seven load-bearing quantities used in 3+ files with no register entry
G8-15,G8,68,medium,NOT ADDRESSED,"G8-15 medium 392 mA vs 404 mA for the module's +12 V total — untracked, and the register restates 392 twice"
G8-16,G8,69,low,NOT ADDRESSED,G8-16 low 480 Hz and 482 Hz are the same 482.3 Hz corner written two ways across 8 files
G8-17,G8,70,low,NOT ADDRESSED,G8-17 low 22 of 28 register keys are read by no tool; a typo'd key is undetectable
G8-18,G8,71,low,NOT ADDRESSED,G8-18 low Line references inside the register have drifted
G8-19,G8,72,low,NOT ADDRESSED,G8-19 low spi-series-r guards two of three retired refdes bare and the third only in one phrasing
G8-2,G8,55,high,NOT ADDRESSED,G8-2 high key-pullup-qty 's owner does not state its own value — rule 1 broken at the root
G8-20,G8,14,,NOT ADDRESSED,"G8-20 ), so every mechanical result below was re-run from a private clone"
G8-21,G8,74,low,NOT ADDRESSED,G8-21 low check_restated builds its exclusion set from value + forbidden only
G8-22,G8,75,,NOT ADDRESSED,G8-22 — What I verified against banked documents and found correct
G8-23,G8,53,high,NOT ADDRESSED,"G8-23 high LIVE STALE VALUE — ADR 0004:842 says ""The 97 mm above"" where the derivation above it totals 110 mm; no pattern covers this spelling"
G8-3,G8,56,high,NOT ADDRESSED,G8-3 high diode-split-rationale : r_d 69 mΩ is refuted by its own entry and by the datasheet
G8-4,G8,57,medium,NOT ADDRESSED,G8-4 medium umbilical-current : value 359 mA ≠ its own derivation 's 358.1 mA
G8-5,G8,58,high,NOT ADDRESSED,G8-5 high 57/217 patterns never matched any revision — 26 % of the guard is decorative
G8-6,G8,59,high,NOT ADDRESSED,"G8-6 high sensor-full-scale : 12 of 34 patterns never matched, in the entry that preaches grep-first"
G8-7,G8,60,medium,NOT ADDRESSED,G8-7 medium ks33-contact-bounce : 4 of 5 patterns are paraphrases that miss the real sentences
G8-8,G8,61,medium,NOT ADDRESSED,G8-8 medium breath-working-point 's decided_by names M1; the breath gate is E2
G8-9,G8,62,medium,NOT ADDRESSED,"G8-9 medium 2.8 kPa is live in two circuits, cited to the page that withdrew it; disputed entries have no guard at all"
G9-1,G9,49,,NOT ADDRESSED,"G9-1 — R-FB is 40 kΩ in the drawing and 40.2 kΩ in the parts list, and every derived number follows the drawing"
G9-10,G9,226,,NOT ADDRESSED,G9-10 — the ±1 % tolerance the CMRR budget depends on is not in the BOM
G9-11,G9,240,,NOT ADDRESSED,G9-11 — U-RESP is a seventh OPA2197 package; every page says there are six
G9-12,G9,282,,NOT ADDRESSED,"G9-12 — R-BIAS-DAC qty 6, and only one of the six is drawn"
G9-13,G9,300,,NOT ADDRESSED,G9-13 — power-entry.md : the LT1641 box has three different right edges and the branch into it lands three columns off
G9-14,G9,326,,NOT ADDRESSED,"G9-14 — breath-receive-stage.md : the clamp line connects to nothing, and the INA828 box is one cell narrow at the top"
G9-15,G9,344,,NOT ADDRESSED,"G9-15 — pitch-stage.md : the C-FB-PITCH rail is off by two, and the reason is the value change this page documents"
G9-16,G9,355,,NOT ADDRESSED,"G9-16 — breath-output-stage.md : a stray box bottom, and the output rail jogs one column"
G9-17,G9,365,,NOT ADDRESSED,G9-17 — POT-OFFSET 's lower track end is not drawn
G9-18,G9,379,,NOT ADDRESSED,"G9-18 — carrier.md still says the marker is six bits, and the checker's forbidden patterns miss it by one word"
G9-19,G9,403,,NOT ADDRESSED,"G9-19 — ""63 network passives"" in four live places; the count is 66"
G9-2,G9,73,,NOT ADDRESSED,"G9-2 — POT-OFFSET does not sit at zero at centre; it sits at +0.60 V, and the page that says otherwise dismisses the reason"
G9-20,G9,434,,NOT ADDRESSED,G9-20 — hardware/README.md says unplaced.csv is 34 rows; it is 32
G9-21,G9,451,,NOT ADDRESSED,G9-21 — hardware/README.md says two tables carry the End column; three do
G9-22,G9,462,,NOT ADDRESSED,G9-22 — the playable ADC span is 1598 counts on the page that derives it and 1594 on the two that cite it
G9-23,G9,479,,NOT ADDRESSED,G9-23 — pitch-stage.md 's shelf corner is still computed at 1 nF
G9-24,G9,500,,NOT ADDRESSED,G9-24 — the diode-modulation pitch result does not follow from the chain that is written above it
G9-25,G9,531,,NOT ADDRESSED,"G9-25 — power-entry.md states the disputed pitch budget as a settled total, and gets the total wrong too"
G9-26,G9,552,,NOT ADDRESSED,"G9-26 — pitch-stage.md carries 0.54 cents and 0.42 cents for the same term, 165 lines apart"
G9-27,G9,565,,NOT ADDRESSED,"G9-27 — one page says one spare op-amp half remains, two say two"
G9-28,G9,580,,NOT ADDRESSED,"G9-28 — R-FB is ""the same E96 part as R-MODGAIN "" , and it has not been since the mod redraw"
G9-29,G9,591,,NOT ADDRESSED,"G9-29 — the release filter is 119.9 µs, quoted as 125 µs on the page that owns the figure"
G9-3,G9,109,,NOT ADDRESSED,G9-3 — the entry bulk is 4 × 47 µF on the drawing and explicitly not on the BOM row
G9-30,G9,600,,NOT ADDRESSED,G9-30 — panel.md restates both tracked figures after saying it does not
G9-31,G9,613,,NOT ADDRESSED,"G9-31 — peak fault dissipation in the pass FET is ~7.5 W, not ~4 W"
G9-32,G9,639,,NOT ADDRESSED,"G9-32 — the 47 kΩ -scale leakage comparison is 10×, not 30×"
G9-33,G9,659,,NOT ADDRESSED,G9-33 — carrier.md 's status block says no datasheet was reachable; four of its own questions have since been closed from banked datasheets
G9-34,G9,744,,NOT ADDRESSED,G9-34 — HDR-DEV qty 6 against the page's own correction
G9-35,G9,754,,NOT ADDRESSED,G9-35 — SW1-n and CAP1-n are qty 21 against 18 fitted switches
G9-36,G9,774,,NOT ADDRESSED,G9-36 — mod-channels/notes.md holds an undecided recommendation that says the drawn circuit is worse
G9-37,G9,790,,NOT ADDRESSED,G9-37 — pitch-stage/notes.md holds live LT5400 facts that contradict the live page
G9-38,G9,806,,NOT ADDRESSED,G9-38 — two stated counts in notes.md that the lists under them have outgrown
G9-39,G9,822,,NOT ADDRESSED,G9-39 — four Markdown breaks in live pages
G9-4,G9,128,,NOT ADDRESSED,G9-4 — R-LED-SER has three different values in three places
G9-40,G9,844,,NOT ADDRESSED,G9-40 — carrier.md is named as a Peer and is not a circuit
G9-41,G9,260,,NOT ADDRESSED,"G9-41 — the LM317's ADJ bypass is not drawn, and it is half of a qty-2 part the rail-noise reasoning depends on"
G9-42,G9,678,,NOT ADDRESSED,"G9-42 — breath-adc.md derives its clamp current from the retired 4.7 V sensor full scale, ten lines under a correct citation of the replacement"
G9-43,G9,715,,NOT ADDRESSED,G9-43 — digital-and-supervision.md opens by justifying itself on supervision that is deleted on its own board
G9-5,G9,138,,NOT ADDRESSED,G9-5 — R-OUT-PROT is specified at two different power ratings on two pages
G9-6,G9,150,,NOT ADDRESSED,"G9-6 — four refdes the drawings use do not exist in bom.csv , and the parts they name do"
G9-7,G9,176,,NOT ADDRESSED,G9-7 — the four resistors breath-output-stage.md derives are filed in unplaced.csv as parts no page derives
G9-8,G9,193,,NOT ADDRESSED,G9-8 — R-BIAS-INAMP 's BOM row lives with the circuit whose dependency on it was proved false
G9-9,G9,211,,NOT ADDRESSED,"G9-9 — the BREATH jack clamp is two different parts on two pages, and one of them has no quantity for it"
P0-75,G6,,,NOT ADDRESSED,CITED ONLY - introduced in no report
X1-1,G10,559,high,NOT ADDRESSED,"X1-1,X1,3,high,recorded,""X1-1 bold run at line start, high severity."""
X1-100,G10,,,NOT ADDRESSED,CITED ONLY - introduced in no report
X1-11,G10,,,NOT ADDRESSED,CITED ONLY - introduced in no report
X1-12,G10,555,,NOT ADDRESSED,"X1-12 by hand. Also X1-4."" :"
X1-2,G10,,,NOT ADDRESSED,CITED ONLY - introduced in no report
X1-4,G10,576,critical,NOT ADDRESSED,"X1-4,X1,,,recorded,CITED ONLY - introduced in no report <- was "" X1-4 heading introduction, critical"""
X1-5,G10,577,,NOT ADDRESSED,"X1-5,X1,,,NOT ADDRESSED,CITED ONLY - introduced in no report <- was "" X1-5 bold heading"""
X1-6,G10,578,,NOT ADDRESSED,"X1-6,X1,,,NOT ADDRESSED,CITED ONLY - introduced in no report <- was ""1. X1-6 numbered-list introduction"""
X1-99,G10,,,NOT ADDRESSED,CITED ONLY - introduced in no report
Z0-9,G2|G6,,,NOT ADDRESSED,CITED ONLY - introduced in no report
