old,new,kind,note
docs/review/2026-09-21-datasheet-reconciliation/TI.md,docs/review/2026-09-21-datasheet-reconciliation/TI.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/VERIFIED.md,docs/review/2026-09-21-datasheet-reconciliation/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A1-cluster-boards.md,docs/review/2026-09-21-hardware-and-standards-review/A1-cluster-boards.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A2-carrier-analog.md,docs/review/2026-09-21-hardware-and-standards-review/A2-carrier-analog.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A3-carrier-power.md,docs/review/2026-09-21-hardware-and-standards-review/A3-carrier-power.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A4-carrier-digital.md,docs/review/2026-09-21-hardware-and-standards-review/A4-carrier-digital.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A5-module-breath.md,docs/review/2026-09-21-hardware-and-standards-review/A5-module-breath.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A6-module-pitch-mod.md,docs/review/2026-09-21-hardware-and-standards-review/A6-module-pitch-mod.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A7-module-power.md,docs/review/2026-09-21-hardware-and-standards-review/A7-module-power.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/A8-interconnect.md,docs/review/2026-09-21-hardware-and-standards-review/A8-interconnect.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B1-eurorack-standards.md,docs/review/2026-09-21-hardware-and-standards-review/B1-eurorack-standards.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B2-cv-level-standards.md,docs/review/2026-09-21-hardware-and-standards-review/B2-cv-level-standards.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B3-power-entry-practice.md,docs/review/2026-09-21-hardware-and-standards-review/B3-power-entry-practice.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B4-jack-protection-practice.md,docs/review/2026-09-21-hardware-and-standards-review/B4-jack-protection-practice.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B5-tethered-link-practice.md,docs/review/2026-09-21-hardware-and-standards-review/B5-tethered-link-practice.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/B6-wind-controller-prior-art.md,docs/review/2026-09-21-hardware-and-standards-review/B6-wind-controller-prior-art.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/C1-break-key-chain.md,docs/review/2026-09-21-hardware-and-standards-review/C1-break-key-chain.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/C2-break-breath-path.md,docs/review/2026-09-21-hardware-and-standards-review/C2-break-breath-path.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/C3-break-sequencing.md,docs/review/2026-09-21-hardware-and-standards-review/C3-break-sequencing.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/C4-break-shared-reference.md,docs/review/2026-09-21-hardware-and-standards-review/C4-break-shared-reference.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/D1-arithmetic.md,docs/review/2026-09-21-hardware-and-standards-review/D1-arithmetic.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/D2-consistency.md,docs/review/2026-09-21-hardware-and-standards-review/D2-consistency.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/README.md,docs/review/2026-09-21-hardware-and-standards-review/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-hardware-and-standards-review/VERIFIED.md,docs/review/2026-09-21-hardware-and-standards-review/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P1-kicad-cli-surface.md,docs/review/2026-09-21-pcb-pipeline-review/P1-kicad-cli-surface.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P10-corpus-audit.md,docs/review/2026-09-21-pcb-pipeline-review/P10-corpus-audit.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P11-layout-rules.md,docs/review/2026-09-21-pcb-pipeline-review/P11-layout-rules.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P12-determinism.md,docs/review/2026-09-21-pcb-pipeline-review/P12-determinism.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P13-spice-verification.md,docs/review/2026-09-21-pcb-pipeline-review/P13-spice-verification.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P2-pcbnew-api.md,docs/review/2026-09-21-pcb-pipeline-review/P2-pcbnew-api.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P3-specctra-roundtrip.md,docs/review/2026-09-21-pcb-pipeline-review/P3-specctra-roundtrip.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P4-freerouting.md,docs/review/2026-09-21-pcb-pipeline-review/P4-freerouting.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P5-skidl-viability.md,docs/review/2026-09-21-pcb-pipeline-review/P5-skidl-viability.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P6-headless-environment.md,docs/review/2026-09-21-pcb-pipeline-review/P6-headless-environment.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P7-fab-deliverables.md,docs/review/2026-09-21-pcb-pipeline-review/P7-fab-deliverables.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P8-grounding-implementation.md,docs/review/2026-09-21-pcb-pipeline-review/P8-grounding-implementation.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/P9-alternatives-prior-art.md,docs/review/2026-09-21-pcb-pipeline-review/P9-alternatives-prior-art.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/README.md,docs/review/2026-09-21-pcb-pipeline-review/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-pcb-pipeline-review/VERIFIED.md,docs/review/2026-09-21-pcb-pipeline-review/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A1-power-entry.md,docs/review/2026-09-21-preflight/A1-power-entry.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A10-impedance-audit.md,docs/review/2026-09-21-preflight/A10-impedance-audit.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A11-net-reconciliation.md,docs/review/2026-09-21-preflight/A11-net-reconciliation.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A12-datasheet-coverage.md,docs/review/2026-09-21-preflight/A12-datasheet-coverage.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A13-integration.md,docs/review/2026-09-21-preflight/A13-integration.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A2-pitch-stage.md,docs/review/2026-09-21-preflight/A2-pitch-stage.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A3-breath-receive.md,docs/review/2026-09-21-preflight/A3-breath-receive.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A4-carrier.md,docs/review/2026-09-21-preflight/A4-carrier.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A5-mod-channels.md,docs/review/2026-09-21-preflight/A5-mod-channels.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A6-breath-output.md,docs/review/2026-09-21-preflight/A6-breath-output.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A7-digital-supervision.md,docs/review/2026-09-21-preflight/A7-digital-supervision.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A8-cluster-boards.md,docs/review/2026-09-21-preflight/A8-cluster-boards.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/A9-current-budget.md,docs/review/2026-09-21-preflight/A9-current-budget.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/README.md,docs/review/2026-09-21-preflight/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/STATUS.md,docs/review/2026-09-21-preflight/STATUS.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-preflight/VERIFIED.md,docs/review/2026-09-21-preflight/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D1-circuit-inventory.md,docs/review/2026-09-21-restructure-design/D1-circuit-inventory.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D2-directory-standard.md,docs/review/2026-09-21-restructure-design/D2-directory-standard.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D3-staleness-paradigm.md,docs/review/2026-09-21-restructure-design/D3-staleness-paradigm.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D4-bom-and-datasheets.md,docs/review/2026-09-21-restructure-design/D4-bom-and-datasheets.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D5-migration-mechanics.md,docs/review/2026-09-21-restructure-design/D5-migration-mechanics.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/D6-adr-boundary.md,docs/review/2026-09-21-restructure-design/D6-adr-boundary.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/PROPOSAL.md,docs/review/2026-09-21-restructure-design/PROPOSAL.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/README.md,docs/review/2026-09-21-restructure-design/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-restructure-design/VERIFIED.md,docs/review/2026-09-21-restructure-design/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/A1-break-jack-feedback.md,docs/review/2026-09-21-schematic-review/A1-break-jack-feedback.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/A2-break-tail-registers.md,docs/review/2026-09-21-schematic-review/A2-break-tail-registers.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/A3-break-breath-zero.md,docs/review/2026-09-21-schematic-review/A3-break-breath-zero.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/C1-breath-stage.md,docs/review/2026-09-21-schematic-review/C1-breath-stage.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/C2-pitch-stage.md,docs/review/2026-09-21-schematic-review/C2-pitch-stage.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/C3-mod-channels.md,docs/review/2026-09-21-schematic-review/C3-mod-channels.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/C4-power-entry.md,docs/review/2026-09-21-schematic-review/C4-power-entry.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/C5-digital-supervision.md,docs/review/2026-09-21-schematic-review/C5-digital-supervision.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/S1-arithmetic.md,docs/review/2026-09-21-schematic-review/S1-arithmetic.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/S2-gaps.md,docs/review/2026-09-21-schematic-review/S2-gaps.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/S3-carrier.md,docs/review/2026-09-21-schematic-review/S3-carrier.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/X1-shared-nodes.md,docs/review/2026-09-21-schematic-review/X1-shared-nodes.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/X2-sequencing.md,docs/review/2026-09-21-schematic-review/X2-sequencing.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/X3-opamp-budget.md,docs/review/2026-09-21-schematic-review/X3-opamp-budget.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/X4-regressions.md,docs/review/2026-09-21-schematic-review/X4-regressions.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-schematic-review/X5-bom-reconciliation.md,docs/review/2026-09-21-schematic-review/X5-bom-reconciliation.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S1-panel-mechanical.md,docs/review/2026-09-21-staleness-sweep/S1-panel-mechanical.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S10-regression.md,docs/review/2026-09-21-staleness-sweep/S10-regression.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S11-firmware-facing.md,docs/review/2026-09-21-staleness-sweep/S11-firmware-facing.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S12-findings-reconciliation.md,docs/review/2026-09-21-staleness-sweep/S12-findings-reconciliation.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S2-umbilical.md,docs/review/2026-09-21-staleness-sweep/S2-umbilical.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S3-power.md,docs/review/2026-09-21-staleness-sweep/S3-power.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S4-breath-chain.md,docs/review/2026-09-21-staleness-sweep/S4-breath-chain.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S5-pitch-mod.md,docs/review/2026-09-21-staleness-sweep/S5-pitch-mod.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S6-key-chain.md,docs/review/2026-09-21-staleness-sweep/S6-key-chain.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S7-deletions.md,docs/review/2026-09-21-staleness-sweep/S7-deletions.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S8-bom-reconciliation.md,docs/review/2026-09-21-staleness-sweep/S8-bom-reconciliation.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/S9-adr-status.md,docs/review/2026-09-21-staleness-sweep/S9-adr-status.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-staleness-sweep/VERIFIED.md,docs/review/2026-09-21-staleness-sweep/VERIFIED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
firmware/README.md,firmware/README.md,unmoved,
hardware/bom.csv,hardware/bom.csv,unmoved,
hardware/controller/.gitkeep,,deleted,hardware/controller/ conflated two different boards and is dissolved into carrier/ and cluster/
hardware/controller/carrier.md,hardware/carrier/carrier.md,moved,Phase A1; basename preserved
hardware/controller/cluster-boards.md,hardware/cluster/cluster-boards.md,moved,Phase A1; basename preserved
hardware/datasheets/.gitkeep,,deleted,"a second, empty home for datasheets next to the real 77-file one at the repo root; referenced nowhere, and verify-datasheets.py walks only ROOT/datasheets so a PDF dropped here would be hashed by nothing"
hardware/module/.gitkeep,,deleted,hardware/module/ now holds circuit directories and needs no keep file
hardware/module/breath-output-stage.md,hardware/module/breath-output-stage/breath-output-stage.md,moved,Phase A1; basename preserved
hardware/module/breath-receive-stage.md,hardware/module/breath-receive-stage/breath-receive-stage.md,moved,Phase A1; basename preserved
hardware/module/digital-and-supervision.md,hardware/module/digital-and-supervision/digital-and-supervision.md,moved,Phase A1; basename preserved
hardware/module/mod-channels.md,hardware/module/mod-channels/mod-channels.md,moved,Phase A1; basename preserved
hardware/module/pitch-stage.md,hardware/module/pitch-stage/pitch-stage.md,moved,Phase A1; basename preserved
hardware/module/power-entry.md,hardware/module/power-entry/power-entry.md,moved,Phase A1; basename preserved
mechanical/cad/.gitkeep,mechanical/cad/.gitkeep,unmoved,
mechanical/drawings/.gitkeep,mechanical/drawings/.gitkeep,unmoved,
mechanical/export/.gitkeep,mechanical/export/.gitkeep,unmoved,
tools/.gitkeep,tools/.gitkeep,unmoved,
tools/check-staleness.py,tools/check-staleness.py,unmoved,
tools/merge-manifests.py,tools/merge-manifests.py,unmoved,
tools/verify-datasheets.py,tools/verify-datasheets.py,unmoved,
